gene	adipo1	dermal_MVEC	macro3	tcell3
ENSG00000186092.4	0	0	0	0
ENSG00000237683.5	0	0.0361765300347863	8.31282225939086	1.73422790820829
ENSG00000235249.1	0	0	0	0
ENSG00000185097.2	0	0	0	0
ENSG00000269831.1	0.14558808413943	0	0	0.0693691163283315
ENSG00000269308.1	0	0	0	0
ENSG00000187634.6	0.0727940420697151	0.108529590104359	0.0488989544670051	0.0693691163283315
ENSG00000268179.1	0	0	0	0
ENSG00000188976.6	46.4425988404783	50.104494098179	29.094877907868	39.2629198418356
ENSG00000187961.9	3.3485259352069	32.160935200925	16.4300487009137	38.8467051438656
ENSG00000187583.6	0.0727940420697151	2.71323975260897	0.19559581786802	8.94861600635477
ENSG00000187642.5	0	0.687354070660939	0.0488989544670051	2.84413376946159
ENSG00000188290.6	1.31029275725487	48.0786084162309	0.0488989544670051	0
ENSG00000187608.5	4.87720081867091	23.9126863529937	82.7370309581726	49.182703476787
ENSG00000188157.9	19.945567527102	528.17733850788	112.858786909848	17.8278628963812
ENSG00000237330.2	0	0	0	0
ENSG00000131591.13	4.29484848211319	14.1088467135666	12.0291427988832	27.1233244843776
ENSG00000162571.9	0	0	0	1.04053674492497
ENSG00000186891.9	0	0.0723530600695725	0.39119163573604	27.400800949691
ENSG00000186827.6	0.0727940420697151	7.74177742744426	0.733484317005076	24.3485598312444
ENSG00000078808.12	77.1616845938981	233.230089134267	135.792396554873	124.031979995057
ENSG00000176022.3	37.4889316659033	71.1954111084594	42.5420903862944	42.8701138909089
ENSG00000184163.3	0.14558808413943	0.434118360417435	0.537888499137056	1.3180132102383
ENSG00000160087.16	25.9874730188883	52.4197920204053	44.5469475194416	59.2412253443951
ENSG00000162572.15	2.54779147244003	3.9432417737917	3.8630174028934	14.220668847308
ENSG00000131584.14	42.7301026949228	62.621573490215	62.1994700820304	89.971743877846
ENSG00000169972.7	9.31763738492354	13.3853161128709	10.1709825291371	8.32429395939978
ENSG00000127054.14	43.3852490735502	80.6374854475386	60.1946129488832	121.187846225595
ENSG00000224051.2	23.3668875043786	68.7354070660939	25.6230521407107	50.3619784543687
ENSG00000169962.4	7.42499229111094	0.904413250869657	0.19559581786802	2.98287200211826
ENSG00000107404.13	61.4381715068396	61.7895132994149	29.290473725736	46.5466770563105
ENSG00000162576.12	168.7365895176	10.6358998302272	7.7749337602538	13.388239451368
ENSG00000175756.9	75.3418335421552	87.2939669739392	49.9747314652792	61.3222988342451
ENSG00000221978.7	87.4984385677976	283.406936292516	127.430675341015	267.279205213061
ENSG00000224870.3	7.06102208076237	20.2588568194803	20.1463692404061	41.9683153786406
ENSG00000242485.1	43.5308371576897	35.5977055542297	35.8918325787817	44.0493888684905
ENSG00000235098.4	0.800734462766867	0.28941224027829	0.29339372680203	0.0693691163283315
ENSG00000205116.3	0	0	0	0
ENSG00000179403.10	7.49778633318066	39.5409473280214	0	2.01170437352161
ENSG00000215915.5	0.218382126209145	0	0.0488989544670051	1.1099058612533
ENSG00000160072.15	9.89998972148126	16.3879681057582	9.33970030319797	18.0359702453662
ENSG00000197785.9	29.3359989540952	24.6723934837242	9.58419507553299	16.9260643841129
ENSG00000205090.4	0.436764252418291	2.0982387420176	0	0.554952930626652
ENSG00000160075.10	81.0925628656627	75.6813008327729	74.6687034711167	89.6248982962043
ENSG00000215014.3	0.509558294488006	0.434118360417435	1.07577699827411	0.208107348984995
ENSG00000228594.1	0.800734462766867	5.75206827553102	12.0291427988832	17.9666011290379
ENSG00000197530.8	18.8536568960562	42.6883054410478	50.6593168278172	53.2061122238303
ENSG00000189409.8	0	0.0361765300347863	0	0
ENSG00000248333.3	4.51323060832234	23.4062149325067	25.7208500496447	30.1755656028242
ENSG00000189339.7	27.3705598182129	102.162520818236	92.2234281247716	132.911226885083
ENSG00000008128.18	4.51323060832234	9.04413250869657	25.0362646871066	35.4476184437774
ENSG00000215790.2	3.49411401934633	3.79853565365256	5.8189755815736	17.3422790820829
ENSG00000008130.11	115.08738051222	74.4151222815554	175.009358037411	80.1906984755512
ENSG00000078369.13	137.362357385552	572.529764330527	455.298165042284	437.719124031772
ENSG00000169885.5	0.363970210348576	0.0723530600695725	0.19559581786802	0.624322046954984
ENSG00000178821.8	0.436764252418291	0.180882650173931	0	0
ENSG00000142609.13	0	0	0	0
ENSG00000187730.6	0	0	0	0
ENSG00000067606.11	0	0.651177540626153	0.0977979089340101	2.56665730414827
ENSG00000162585.12	10.8463122683876	30.9309331797423	22.5424180092893	28.8575523925859
ENSG00000269554.1	5.16837698694978	4.30500707413957	3.76521949395939	8.25492484307145
ENSG00000203301.2	0.509558294488006	0.687354070660939	0	0.416214697969989
ENSG00000157933.9	10.991900352527	179.399412442505	66.0624874849238	161.560671928684
ENSG00000116151.9	1.38308679932459	1.5917673215306	0.977979089340101	2.08107348984995
ENSG00000269753.1	0	0.0361765300347863	0.19559581786802	0.138738232656663
ENSG00000157916.14	85.3874113477759	99.3045749454883	91.5388427622335	130.067093115622
ENSG00000157911.5	25.3323266402609	21.8144476109761	12.1758396622843	9.98915275127974
ENSG00000149527.13	0.291176168278861	0.397941830382649	1.9559581786802	48.9052270114737
ENSG00000157881.9	13.9036620353156	18.3776772576714	20.7331566940101	33.7827596518975
ENSG00000197921.5	0	0.0361765300347863	0.0488989544670051	0
ENSG00000157873.13	4.58602465039205	102.307226938376	369.382702043756	383.680582412002
ENSG00000157870.10	13.6124858670367	117.501369552986	76.0378741961929	62.5015738118267
ENSG00000142606.11	0.218382126209145	0.759707130730512	0.342292681269035	0.763060279611647
ENSG00000215912.7	0.0727940420697151	0.144706120139145	0.684585362538071	0.485583814298321
ENSG00000169717.5	0	0	0	0
ENSG00000142611.12	0.14558808413943	0.180882650173931	0	0
ENSG00000130762.10	12.9573394884093	1.15764896111316	0.0488989544670051	0.0693691163283315
ENSG00000162591.11	0	101.945461638028	18.2882089706599	39.332288958164
ENSG00000158109.10	38.6536363390187	105.780173821715	98.6780901144162	58.7556415300968
ENSG00000116213.11	8.37131483801724	16.5688507559321	15.9410591562437	26.8458480190643
ENSG00000078900.10	0.363970210348576	1.0491193710088	0.488989544670051	5.2720528409532
ENSG00000162592.4	0.14558808413943	0	0	0
ENSG00000235169.3	0	0.0723530600695725	0.39119163573604	0.277476465313326
ENSG00000130764.5	53.7947970895195	60.4871582181626	47.823177468731	57.9232121341568
ENSG00000116198.8	20.7463019898688	36.4659422750646	41.6619092058883	59.1718562280668
ENSG00000169598.11	2.47499743037032	10.5635467701576	13.2516166605584	26.6377406700793
ENSG00000198912.6	28.3168823651192	20.9462108901412	39.6570520727411	37.8061683989407
ENSG00000196581.6	0.509558294488006	0.325588770313076	0	0
ENSG00000131697.13	2.83896764071889	9.87619269949665	11.6379511631472	22.8918083883494
ENSG00000069424.10	0.655146378627436	5.75206827553102	507.277753640711	525.54042530344
ENSG00000268332.1	0	0	0	0
ENSG00000116254.13	0.291176168278861	0.180882650173931	0	0.485583814298321
ENSG00000116251.5	119.236640910193	172.959990096313	68.2140414814721	158.924645508208
ENSG00000158286.8	1.38308679932459	5.28177338507879	0.146696863401015	52.304313711562
ENSG00000116237.11	194.578474452349	156.391139340381	92.3701249881726	124.30945646037
ENSG00000173673.7	0	0	0	0
ENSG00000158292.6	41.4198099376679	10.6358998302272	0.977979089340101	0.763060279611647
ENSG00000097021.15	8.1529327118081	27.6026924165419	2.10265504208122	21.4350569454544
ENSG00000069812.7	0.14558808413943	27.6388689465767	0	0.416214697969989
ENSG00000187017.10	0	0.832060190800084	0	0.693691163283315
ENSG00000215788.5	0.218382126209145	41.8924217802825	1.32027177060914	131.940059256487
ENSG00000171680.16	3.20293785106747	150.71142412492	0.684585362538071	7.35312633080314
ENSG00000162408.10	43.4580431156199	27.7112220066463	22.8358117360914	62.5015738118267
ENSG00000173662.15	0.218382126209145	0	0.0977979089340101	0.138738232656663
ENSG00000204859.7	5.96911144971664	13.4214926429057	28.654787317665	33.7827596518975
ENSG00000162413.12	123.313107266097	55.6033266634665	77.06475224	123.546396180758
ENSG00000116273.5	20.964684116078	43.5927186919175	16.0388570651777	57.6457356688435
ENSG00000041988.11	26.2058551450975	11.504136551062	12.5670312980203	20.2557819678728
ENSG00000007923.11	43.8220133259685	18.7032660279845	19.217289105533	25.2503583435127
ENSG00000171735.14	9.31763738492354	16.2070854555842	11.9313448899492	12.0702262411297
ENSG00000049245.8	235.852696305877	281.163991430359	235.59516262203	61.7385135322151
ENSG00000049246.10	18.4896866857076	7.92266007761819	52.0284875528934	6.24322046954984
ENSG00000049247.9	0	0	0.0977979089340101	15.1918364759046
ENSG00000049249.4	0.0727940420697151	0.180882650173931	0.146696863401015	3.81530139805823
ENSG00000116288.8	103.804303991414	55.1330317730143	45.7205224266497	60.1430238566634
ENSG00000116285.8	85.3146173057062	58.7868613065277	2.15155399654822	1.73422790820829
ENSG00000162426.10	0.363970210348576	2.56853363246982	0.0977979089340101	0.346845581641658
ENSG00000142599.13	35.4506984879513	214.816235346561	170.657351089848	215.182998850484
ENSG00000074800.9	1157.20688678226	792.302184291854	423.953935228934	1239.83421613627
ENSG00000131686.10	0	0	0	14.8449908942629
ENSG00000197241.3	0	0.108529590104359	0	0.0693691163283315
ENSG00000142583.13	19.7999794429625	0.144706120139145	9.24190239426396	3.81530139805823
ENSG00000180758.10	7.27940420697151	4.77530196459179	11.9802438444162	12.4170718227713
ENSG00000049239.8	82.3300615808478	112.074890047768	243.418995336751	160.312027834774
ENSG00000171621.9	50.7374473225915	140.364936534971	1.9070592242132	51.8187298972636
ENSG00000171612.6	47.6800975556634	5.67971521546144	6.35686408071066	5.48016018993819
ENSG00000188807.8	12.4477811939213	21.488858840663	13.5450103873604	17.2729099657546
ENSG00000171608.11	1.09191063104573	20.150327229376	203.908640127411	636.045427614472
ENSG00000179840.5	0	0	0.929080134873096	1.17927497758164
ENSG00000171603.12	24.3860040933546	233.374795254406	99.7538671126903	297.593509048542
ENSG00000178585.10	19.7271854008928	90.3689720268961	43.1288778398985	14.428776196293
ENSG00000162441.7	32.975701057581	20.5120925297238	28.4102925453299	25.319727459841
ENSG00000173614.9	35.5962865720907	21.4165057805935	31.2464319044162	15.5386820575463
ENSG00000162444.11	0.0727940420697151	0.0361765300347863	9.19300343979695	0
ENSG00000130939.14	85.8969696422639	57.6292123454145	69.8277069788832	83.8672616409528
ENSG00000054523.12	131.029275725487	120.721080726082	75.2065919702538	63.3340032077667
ENSG00000142657.16	590.28688714332	108.891355404707	249.237970918325	43.9800197521622
ENSG00000175279.17	1.74705700967316	4.9923611448005	1.56476654294416	3.9540396307149
ENSG00000251503.3	0	0	0	0
