adipo1	dermal_MVEC	macro3	tcell3	DC	SmoothMuscle	Neutrophils
0.150118679526188	0.200696859359315	0.464701782524375	0.174482678590122	0.0013976777537603	0.00320239529349345	0.00539992695274625
0.0388871208840123	0.331614895375615	0.203576693243808	0.415921290496564	0.00627408407189059	0.00306596224275063	0.000659953685358777
0.327832816248635	0.166814597397926	0.131578331932719	0.36377425442072	0.00359660077262169	0.00593704266180317	0.000466356565575145
0.1729637664156	0.257538897826181	0.0883580527440475	0.471139283014172	0.000978454127365853	0.00544885611189694	0.0035726897607372
0.219383830355231	0.127143499809059	0.286102428275377	0.357370241560333	0.00332301685898108	0.000858412321171713	0.00581857081984721
0.240278438887505	0.0296224573133266	0.475503646421381	0.244595457377787	0.00589134247379148	0.00292609955496991	0.00118255797123861
0.395209713773735	0.078437225416343	0.203869417039367	0.312483643770554	0.00473759725035362	0.00329620039112111	0.00196620235852527
0.0687325327544393	0.323785054009174	0.33784089983273	0.259641513403656	0.000932191437414165	0.0038883387526987	0.00517946980988713
0.49041182849679	0.0524099647649395	0.345007602274389	0.102170604463882	0.00413215644446586	0.00329110425925725	0.00257673929627689
0.29008361568639	0.0458392320635959	0.3631566800141	0.290920472235914	0.00483740130947966	0.00453992846392602	0.000622670226594315
0.126589857606856	0.181723381583252	0.495345492918501	0.18634126789139	0.00632202017511059	0.000407352160650995	0.00327062766423841
0.341429923631667	0.113132231913763	0.00104106913371276	0.534396775320857	0.000344080061712357	0.0052165579643649	0.00443936197392275
0.0945097300275574	0.431262902408248	0.0850567098336271	0.379170657730567	0.00570299434536396	0.00193323316080782	0.00236377249382821
0.404252097023207	0.339994397834889	0.244514114460454	0.00123939068144983	0.00634759363846874	0.000391053631070888	0.00326135273046037
0.255073921577554	0.0801553484050876	0.31781136135392	0.336959368663438	0.00183277107567774	0.00399798041774551	0.00416924850657674
0.181211345626631	0.164647213994811	0.335022166565538	0.30911927381302	0.0030323354006618	0.00387797187875308	0.00308969272058511
0.373699361545772	0.17843482445307	0.300997922927385	0.136867891073773	0.00350433305716845	0.00192849199056351	0.00456717495226804
0.440105261170115	0.469429275117398	0.0546316860557384	0.0258337776567491	0.0032580060221428	0.00229772868085635	0.00444426529700085
0.427989909498005	0.151128525290838	0.190123092554713	0.220758472656445	0.0035964865918326	0.00105719311280508	0.00534632029536232
0.201257193090492	0.293721682189063	0.198357219588775	0.29666390513167	0.00581393757921591	0.00370718908441882	0.000478873336365275
0.34797005104066	0.322086312455894	0.237948381542149	0.0819952549612968	0.00554044113317114	0.00100821909728684	0.00345133976954202
0.322732469502863	0.0187659664743088	0.32152598344066	0.326975580582169	0.00381693807136483	0.00214058654648611	0.00404247538214906
0.164278966152736	0.344767836770271	0.141594904309665	0.339358292767328	0.00863942445354861	0.000226988503917105	0.00113358704253428
0.285589517490136	0.0647852348076199	0.28598648921228	0.353638758489965	0.00428005248738023	0.00423505949323596	0.0014848880193838
0.138536120818419	0.0989775287048212	0.312214238797258	0.440272111679502	0.00267800229130717	0.00352007517055694	0.00380192253813589
0.179613138884433	0.259550416053021	0.12464072452912	0.426195720533426	0.00474723065618605	0.00518437498271033	6.83943611036208e-05
0.212664361984829	0.355305968102755	0.239625394603446	0.18240427530897	0.000976345975618707	0.00577285665819832	0.00325079736618297
0.240750852138377	0.273124149588252	0.0792126172315669	0.396912381041804	0.000958904109004567	0.00469997966615178	0.00434111622484366
0.269747736230794	0.182543216378115	0.340507523428721	0.19720152396237	0.000198670721853374	0.00952159138073129	0.000279737897415338
0.106605860159505	0.182910540583272	0.270642594296182	0.429841004961041	0.0058790719252187	0.00352293724969394	0.000597990825087357
0.0350385386236548	0.556709683776811	0.378714178584612	0.0195375990149222	0.00773119366102922	0.000717009966665349	0.00155179637230543
0.304271721941463	0.120342629295083	0.462129439993697	0.103256208769758	0.00134620708717208	0.00687627615048956	0.00177751676233836
0.234640870310266	0.259724010476602	0.191644919752583	0.30399019946055	0.00379600998960588	0.000197810916250122	0.006006179094144
0.547572240572162	0.0879875522065066	0.298124185825396	0.0563160213959358	0.00337867622914153	0.00140502966471465	0.00521629410614381
0.300724216866784	0.000471605095544002	0.396248916568161	0.292555261469511	0.00158594349305503	0.000361864064179676	0.0080521924427653
0.17776911970567	0.409996011917655	0.399550613802989	0.00268425457368612	0.00119278124540558	0.00468980322865769	0.00411741552593674
0.274684713902808	0.331959738634155	0.213167117882025	0.170188429581012	0.00257122037439874	0.00465584950677293	0.00277293011882833
0.289888191607521	0.284277953995675	0.163190493042444	0.25264336135436	0.00059397351754728	0.00851178273005934	0.000894243752393378
0.128073269105255	0.315876979269459	0.476813354860857	0.0692363967644292	0.00122366528587226	0.00454228882871971	0.00423404588540803
0.0507742371029554	0.10117525870689	0.385107341337628	0.452943162852527	0.00238990629636432	0.00595342907606931	0.00165666462756637
0.0541744707409862	0.150979727731484	0.418132963927434	0.366712837600096	0.00314838532718769	0.00682787707423332	2.37375985789919e-05
0.210683615356547	0.175007676894184	0.335202983553852	0.269105724195417	0.00293295891839982	0.00359179508698663	0.00347524599461355
0.269889276201003	0.221956096205735	0.231661832730921	0.266492794862341	0.0030918170076291	0.00485260922481579	0.00205557376755511
