adipo1	dermal_MVEC	macro3	tcell3	DC	SmoothMuscle	Neutrophils
0.134070245687685	0.154577936544062	0.0678204604339269	0.143531357334326	0.177700223098436	0.181828785645446	0.140470991256118
0.00719768088301738	0.269356702492706	0.143982115181554	0.0794635014427223	0.216766133689079	0.104370058816106	0.178863807494815
0.184864832342534	0.198776598284279	0.0981797424972911	0.0181788268758964	0.095563796299095	0.208946268036219	0.195489935664686
0.00236907422961796	0.0894606036341541	0.118216418482116	0.289953903654112	0.169843937912147	0.137625627719349	0.192530434368504
0.159519322846931	0.0715093469734979	0.0511949864726138	0.217776343706957	0.18450199536474	0.059679242862619	0.255818761772641
0.192173670649828	0.0094205161348906	0.0878481312122001	0.210557682003082	0.0428691670264335	0.374372883028639	0.0827579499449273
0.122563286981736	0.114009912838968	0.0878365804910527	0.175590219688244	0.0554473423614751	0.254659755191643	0.189892902446882
0.220177928649795	0.15572169254178	0.0707047783883792	0.0533956004200461	0.198797657184718	0.103287887710809	0.197914455104473
0.157337122652087	0.00588590253205372	0.284808547487085	0.0519684273287742	0.203418014049654	0.0781308057444746	0.218451180205872
0.137921787848908	0.0583018162503826	0.145754463406858	0.158021932493852	0.00407017325136323	0.282741073976316	0.21318875277232
0.0461637666209834	0.17406579961876	0.134395272808828	0.145375160951428	0.179451324177788	0.0542899523762148	0.266258723445997
0.081505627205241	0.102009724945884	0.155758504273681	0.160726143575195	0.364241472877233	0.113697416352937	0.0220611107698305
0.165279683122082	0.177844233528901	0.0920431541406301	0.0648329292083874	0.0490174994082485	0.389271319932544	0.0617111806592078
0.327843986299575	0.0595343272057756	0.108485871805139	0.00413581468950975	0.349779486808552	0.00232950508924896	0.147891008102199
0.204134552346647	0.120450255303082	0.0781957047354737	0.0972194876147968	0.127336484670991	0.133151441297393	0.239512074031615
0.18793016730194	0.0214166474589216	0.153685487400554	0.136967697838584	0.101874902105673	0.305876117718354	0.0922489801759734
0.160445730412665	0.172724887506711	0.0504660864162296	0.116363295664394	0.131297323058937	0.185001700100097	0.183700976840965
0.0861080884471203	0.145053768552976	0.136279581946315	0.132558561053589	0.254865178108064	0.0217538187760984	0.223381003115838
0.0371680715336973	0.190314883946451	0.0657678910552433	0.206749153464608	0.151267777530957	0.139473244874902	0.209258977594141
0.176810636141881	0.00212330786966664	0.16653642268935	0.154529633299103	0.0562347930222166	0.192099718200601	0.251665488777183
0.0151975507283795	0.185330528657908	0.0631207685815496	0.236351152032163	0.208974799267611	0.249417677393086	0.0416075233393031
0.0235152050549869	0.288851455625872	0.0767576903707989	0.110875648948342	0.19179417631013	0.0429108695205729	0.265294954169297
0.0120947571027558	0.173834382524803	0.167413546894376	0.146657313478064	0.327246495760453	0.159132930555401	0.0136205736841455
0.187624764965026	0.144654489265647	0.154651083089731	0.0130696626795951	0.284725853349881	0.18539449557932	0.0298796510707991
0.164546010727993	0.102008207561788	0.0104448703788958	0.223000911331323	0.123210761820284	0.0246324978145823	0.352156740365134
0.070284661024309	0.153214706689689	0.121935526828437	0.154565105457565	0.2002995564638	0.207334134960664	0.0923663085755361
0.101244414616832	0.296293178779095	0.089769599274019	0.012692807330054	0.307582860547318	0.175330699120365	0.0170864403323162
0.286157353743286	0.139434132265351	0.072584856062423	0.00182365792894013	0.189431308979306	0.165228629247672	0.145340061773021
0.0405598036685154	0.179019944796761	0.160968106486622	0.119452145048101	0.216191832598105	0.229205292050066	0.0546028753518287
0.160263085006171	0.168266263566943	0.0761465281203416	0.0953241233065448	0.101577278216828	0.316322388926692	0.0821003328564796
0.0403159825875719	0.138290262710134	0.224248779240962	0.0971449754613319	0.109874548361068	0.25353035177366	0.136595099865272
0.0996912860182928	0.132085556974107	0.15879246135054	0.10943069565706	0.229116690223876	0.0356098447220768	0.235273465054048
0.134065200961723	0.108211575056816	0.239134266407474	0.0185889575739873	0.023920745494876	0.218519213054006	0.257560041451118
0.124384411970173	0.139178118802358	0.179284728776933	0.0571527404505361	0.125681184190407	0.33759266312563	0.0367261526839628
0.197217455374552	0.0873009263288706	0.112607064413034	0.102874553883543	0.0900948714828764	0.217827511448822	0.192077617068301
0.209677646604159	0.0913124991573006	0.131257186360611	0.0677526678779291	0.00659229583330815	0.274572710015255	0.218834994151437
0.049277047340209	0.236072958859633	0.0910925677555432	0.123557426044615	0.136315713147751	0.180874761987239	0.18280952486501
0.221221073741891	0.211598867942485	0.00516983597559823	0.0620102223400257	0.0915123007800547	0.128906172229339	0.279581526990606
0.0803465524707447	0.160211030789076	0.127301230230686	0.132141186509494	0.202757440228493	0.0849748954738406	0.212267664297666
0.1889719581624	0.027043433429709	0.20552876202668	0.0784558463812114	0.19901163934535	0.00208631231694561	0.298902048337705
0.161723171800742	0.0811196430678994	0.176609992461437	0.0805471926699211	0.0806245101978315	0.217370969182508	0.202004520619661
0.228439668564571	0.166535710908187	0.0253030608366896	0.0797215596905522	0.238682457764394	0.169420801332744	0.0918967409028617
0.174382504406901	0.0618174459704176	0.15647314764978	0.107326901972901	0.124497724411076	0.206535643063929	0.168966632524995
0.229581619703117	0.066867124222252	0.131470434001622	0.072080822073009	0.149283330874271	0.207112007660991	0.143604661464737
0.143805532044781	0.0107684274084123	0.237928889244301	0.107497151302506	0.376276030716649	0.0450298652066112	0.0786941040767399
0.218087702646933	0.0434253746292736	0.0431626917329013	0.195324230990892	0.16260803365058	0.204556211934898	0.132835754414522
0.179431361625712	0.118945852322781	0.162536643407206	0.0390861426443013	0.0864967285003905	0.126134164699435	0.287369106800175
0.200599366322389	0.147596476706084	0.0493292192226892	0.102474937748838	0.15428422932971	0.142206069611036	0.203509701059254
0.237077549683173	0.141457585472317	0.0681394010073007	0.0533254638372084	0.133618735309655	0.160735228849729	0.205646035840617
0.0489782821931062	0.226513448062748	0.12114011843929	0.103368151304855	0.353860239132825	0.109220214953731	0.0369195459134431
0.0805753050646443	0.187825298718749	0.0905747421924703	0.141024654024136	0.201512311425325	0.170475203840681	0.128012484733994
0.0139105144634222	0.278747975098472	0.0869286002311009	0.120412910207005	0.109748749724736	0.228447035783752	0.161804214491512
0.189178502400853	0.158314186729058	0.0243561110556935	0.128151199814396	0.0878739147172738	0.186910413929706	0.225215671353021
0.100386562102917	0.0802262251726105	0.143581743922622	0.175805468801851	0.12840118578427	0.0942121778059836	0.277386636409746
0.10626052773088	0.0172048407632305	0.177121154310776	0.199413477195114	0.177502308351536	0.142171736446983	0.180325955201481
0.195795152520281	0.029789979266734	0.245795297498543	0.0286195707144415	0.112254988595124	0.342902890657172	0.0448421207477046
0.183508666148217	0.125431833557843	0.0460138925545149	0.145045607739425	0.188524351046113	0.123641246481811	0.187834402472076
0.171920825685182	0.0670407326057273	0.0487533198789733	0.212285121830117	0.164873894489335	0.167068707624533	0.168057397886132
0.0610514455509303	0.209104422463479	0.139067395164637	0.0907767368209538	0.0257080577604532	0.416078499453209	0.0582134427863381
0.0773076125845774	0.175124534114254	0.170921798207652	0.076646055093516	0.257292649898702	0.0197188342665911	0.222988515834707
0.115595303559301	0.249413197128528	0.0258069075515436	0.109184591760627	0.131558906154407	0.237546426041438	0.130894667804155
0.00382996064690521	0.1786045449824	0.149141926252965	0.168423568117729	0.109994702916124	0.142622070822636	0.24738322626124
0.118839070555838	0.134287192584101	0.109526463439371	0.137347273420691	0.27268286816358	0.201034348166964	0.0262827836694555
0.167418506482439	0.0519533812489788	0.143794229897427	0.136833882371155	0.157863398980807	0.294048115542478	0.0480884854767146
0.154189780562885	0.0704091763353996	0.0745435611011231	0.200857482000592	0.323436283292092	0.169886019041655	0.0066776976662527
0.266293426064673	0.0577802930663462	0.0419051878342741	0.134021093034707	0.246244618877994	0.128362228436605	0.125393152685401
0.249008402660829	0.0229185160504137	0.166290198871962	0.0617828824167948	0.0017508040781948	0.0576499260657793	0.440599269856026
0.104808123519343	0.144585156827386	0.148249268468923	0.102357451184349	0.16354930767993	0.181825931696919	0.154624760623151
0.134384661507067	0.00527771272269703	0.223844313483487	0.136493312286749	0.166205335348069	0.244773561386661	0.0890211032652704
0.1951283469711	0.0195177119489709	0.216782725780894	0.0685712152990345	0.244557641858754	0.218798729207104	0.0366436289341422
0.0901610812914686	0.223635087444827	0.0387159361690247	0.14748789509468	0.19402562137947	0.12772999416796	0.17824438445257
0.22275956467671	0.127156699567245	0.0265295030301717	0.123554232725873	0.126384363422218	0.0396185682941778	0.333997068283604
0.207720743694785	0.182585695276583	0.0843820595481414	0.0253115014804902	0.0553890257999948	0.215893721578598	0.228717252621407
0.0939491478095897	0.185161598348844	0.0319657891346221	0.188923464706944	0.147463652274262	0.111482407949808	0.24105393977593
0.166304288247898	0.0792553790823498	0.196860974695151	0.0575793579746019	0.0813811418796125	0.206348922399619	0.212269935720768
0.142107460338059	0.0555067566861535	0.276550101372035	0.025835681603753	0.242096335337202	0.0291983227915198	0.228705341871278
0.0834430941605996	0.323324881700991	0.0692074041221855	0.0240246200162243	0.100680173442649	0.252838198330038	0.146481628227313
0.145482830245235	0.111463559412152	0.146448789051871	0.0966048212907416	0.16205286517174	0.255859843326167	0.0820872915020928
0.00126500688379144	0.129282035949838	0.110229154344083	0.259223802822287	0.116399978048424	0.0184551639719956	0.36514485797958
0.0164327906076052	0.276774260024521	0.123155524945318	0.0836374244225555	0.15655496808852	0.20681002814426	0.13663500376722
0.121147951102845	0.17533009093908	0.105407869794725	0.0981140881633504	0.0171111571341718	0.24218126646783	0.240707576397999
0.0776115885232078	0.159517219107428	0.132756321950647	0.130114870418717	0.234439686689128	0.17842701945459	0.0871332938562817
0.134349669768795	0.0161455047584859	0.190176262845293	0.159328562627426	0.138261653952616	0.16261773050615	0.199120615541235
0.222611098556336	0.138013939144467	0.0819414282028544	0.0574335340963429	0.135735492593752	0.161777292423631	0.202487214982617
